"","Date","Time","Latitude","Longitude","Type","Depth","Depth.Error","Depth.Seismic.Stations","Magnitude","Magnitude.Type","Magnitude.Error","Magnitude.Seismic.Stations","Azimuthal.Gap","Horizontal.Distance","Horizontal.Error","Root.Mean.Square","ID","Source","Location.Source","Magnitude.Source","Status","Year"
"23017","03/14/2016","23:25:40",-52.6136,18.7984,"Earthquake",10,1.7,NA,5.6,"MWW",NA,NA,19,20.275,10,0.68,"US10004XMH","US","US","US","Reviewed","2016"
"23018","03/16/2016","13:09:53",4.725,125.1481,"Earthquake",10,1.8,NA,5.5,"MWW",NA,NA,73,2.368,6.9,0.91,"US20005A5N","US","US","US","Reviewed","2016"
"23019","03/18/2016","00:31:26",-4.5473,153.0955,"Earthquake",34.94,3.2,NA,5.6,"MWW",NA,NA,23,0.994,5.4,1.14,"US20005AMH","US","US","US","Reviewed","2016"
"23020","03/18/2016","12:49:13",-12.5112,166.6214,"Earthquake",29,1.8,NA,5.5,"MWW",NA,NA,35,2.972,7.5,0.85,"US20005AQK","US","US","US","Reviewed","2016"
"23021","03/18/2016","16:11:00",38.0233,72.4114,"Earthquake",10,1.8,NA,5.6,"MWW",NA,NA,54,0.772,5,1.17,"US20005ATE","US","US","US","Reviewed","2016"
"23022","03/18/2016","22:46:57",49.673,-129.8485,"Earthquake",10,1.8,NA,5.5,"MWW",NA,NA,70,1.467,5.6,0.68,"US20005AWL","US","US","US","Reviewed","2016"
"23023","03/19/2016","01:35:12",51.5145,-174.1423,"Earthquake",17,1.7,NA,6,"MWW",NA,NA,25,0.689,5.5,0.83,"US20005AXU","US","US","US","Reviewed","2016"
"23024","03/19/2016","08:51:25",-5.5662,129.4922,"Earthquake",269.8,5.9,NA,5.7,"MWW",NA,NA,28,2.996,7.4,0.76,"US20005AZ4","US","US","US","Reviewed","2016"
"23025","03/19/2016","10:24:45",11.8676,-88.7677,"Earthquake",10,1.7,NA,5.6,"MWW",NA,NA,43,1.863,6.4,0.87,"US20005AZR","US","US","US","Reviewed","2016"
"23026","03/19/2016","11:26:33",17.996,-60.7019,"Earthquake",26,1.7,NA,6,"MWW",NA,NA,27,1.082,6.4,1.16,"US20005AZY","US","US","US","Reviewed","2016"
"23027","03/20/2016","22:50:20",54.294,162.8129,"Earthquake",30,1.8,NA,6.4,"MWW",NA,NA,20,2.785,4.5,0.71,"US20005BBH","US","US","US","Reviewed","2016"
"23028","03/21/2016","14:48:51",27.7676,66.0962,"Earthquake",10,1.8,NA,5.6,"MWB",0.043,51,19,7.208,7.3,0.54,"US20005BFT","US","US","US","Reviewed","2016"
"23029","03/26/2016","03:24:24",-2.6503,68.0253,"Earthquake",10,1.7,NA,5.6,"MWW",NA,NA,26,5.867,8,1.16,"US20005CJH","US","US","US","Reviewed","2016"
"23030","03/27/2016","18:01:31",52.175,-168.6554,"Earthquake",16,1.8,NA,5.8,"MWW",NA,NA,60,0.807,4.9,1.1,"US20005CR4","US","US","US","Reviewed","2016"
"23031","03/28/2016","00:12:55",30.2073,-114.3078,"Earthquake",10,1.8,NA,5.5,"MWW",NA,NA,107,0.95,4.5,0.94,"US20005CT5","US","US","US","Reviewed","2016"
"23032","03/28/2016","17:14:55",52.29,-168.6929,"Earthquake",11.24,3.3,NA,5.5,"MWW",NA,NA,64,0.69,4.6,1.1,"US20005CX1","US","US","US","Reviewed","2016"
"23033","03/28/2016","19:07:09",-56.2536,-27.6408,"Earthquake",29.71,2.1,NA,5.5,"MWC",NA,NA,58,5.429,10,1.07,"US20005CXT","US","US","GCMT","Reviewed","2016"
"23034","03/29/2016","09:18:11",2.3874,126.1019,"Earthquake",55,1.8,NA,5.5,"MWW",NA,NA,20,2.043,5.6,1.27,"US20005D4L","US","US","US","Reviewed","2016"
"23035","04/01/2016","02:39:08",33.3807,136.3901,"Earthquake",14,0.8,NA,5.9,"MWW",NA,NA,27,2.034,5.3,0.73,"US20005DU0","US","US","US","Reviewed","2016"
"23036","04/01/2016","19:24:55",-3.3585,144.887,"Earthquake",6,1.8,NA,6.2,"MWW",NA,NA,37,2.8,6.5,1.42,"US20005E01","US","US","US","Reviewed","2016"
"23038","04/03/2016","08:23:52",-14.3235,166.8551,"Earthquake",26,1.7,NA,6.9,"MWW",NA,NA,25,1.166,6.4,1.09,"US20005E8T","US","US","US","Reviewed","2016"
"23039","04/05/2016","08:29:21",4.2073,126.6515,"Earthquake",35,1.8,NA,5.9,"MWW",NA,NA,41,3.037,6.8,1.25,"US20005FJJ","US","US","US","Reviewed","2016"
"23040","04/06/2016","06:54:53",-14.1516,166.7012,"Earthquake",35,1.9,NA,5.8,"MWW",NA,NA,28,6.609,7.7,1.03,"US20005FSH","US","US","US","Reviewed","2016"
"23041","04/06/2016","06:58:48",-14.0683,166.6245,"Earthquake",24,1.8,NA,6.7,"MWW",NA,NA,19,6.697,7.6,1.22,"US20005FSI","US","US","US","Reviewed","2016"
"23042","04/06/2016","07:57:38",-14.2026,166.6391,"Earthquake",35,1.9,NA,5.9,"MWW",NA,NA,25,6.563,7.3,1.16,"US20005FT6","US","US","US","Reviewed","2016"
"23043","04/06/2016","14:45:30",-8.2036,107.3857,"Earthquake",29,1.7,NA,6.1,"MWW",NA,NA,31,1.39,5.3,1.44,"US20005FV5","US","US","US","Reviewed","2016"
"23044","04/06/2016","20:35:15",-6.0292,130.4296,"Earthquake",118,1.8,NA,5.5,"MWW",NA,NA,21,2.123,6.1,1.03,"US20005FX0","US","US","US","Reviewed","2016"
"23045","04/07/2016","03:32:54",-13.9805,166.5943,"Earthquake",27.59,3.1,NA,6.7,"MWW",NA,NA,25,6.787,7.1,0.76,"US20005FZN","US","US","US","Reviewed","2016"
"23046","04/10/2016","02:14:35",-4.1489,102.211,"Earthquake",41,1.8,NA,5.7,"MWW",NA,NA,15,0.771,6.1,1.15,"US20005GQV","US","US","US","Reviewed","2016"
"23047","04/10/2016","07:11:22",16.0557,-96.2563,"Earthquake",25,1.8,NA,5.5,"MWW",NA,NA,71,0.319,5.6,0.94,"US20005GS0","US","US","US","Reviewed","2016"
"23048","04/10/2016","10:28:59",36.4725,71.1311,"Earthquake",212,1.8,NA,6.6,"MWW",NA,NA,17,0.789,6.5,1.03,"US20005GSG","US","US","US","Reviewed","2016"
"23049","04/10/2016","19:34:03",51.1243,179.5394,"Earthquake",19,1.8,NA,5.6,"MWW",NA,NA,52,1.118,7.3,0.98,"US20005GUH","US","US","US","Reviewed","2016"
"23050","04/11/2016","20:10:36",51.8545,176.6748,"Earthquake",23,1.8,NA,5.6,"MWW",NA,NA,29,1.806,6.8,0.91,"US20005H2L","US","US","US","Reviewed","2016"
"23051","04/12/2016","03:22:48",-3.7568,-103.9367,"Earthquake",10,1.8,NA,5.8,"MWB",0.04,60,48,13.979,11.9,0.64,"US20005HAZ","US","US","US","Reviewed","2016"
"23052","04/12/2016","12:07:56",-55.2497,146.1742,"Earthquake",9,1.7,NA,5.5,"MWB",0.098,10,45,7.415,9.9,1.11,"US20005HDP","US","US","US","Reviewed","2016"
"23053","04/13/2016","13:55:18",23.0944,94.8654,"Earthquake",136,1.8,NA,6.9,"MWW",NA,NA,14,3.001,7.1,1.03,"US20005HQZ","US","US","US","Reviewed","2016"
"23054","04/13/2016","18:21:53",7.7917,122.0231,"Earthquake",17,1.6,NA,6,"MWW",NA,NA,19,3.598,3.3,0.93,"US20005HUX","US","US","US","Reviewed","2016"
"23055","04/14/2016","03:06:09",53.77,160.8036,"Earthquake",32,1.8,NA,5.8,"MWW",NA,NA,80,1.49,5.4,0.62,"US20005HXX","US","US","US","Reviewed","2016"
"23056","04/14/2016","12:17:05",-14.4907,166.5026,"Earthquake",7.47,3,NA,5.9,"MWW",NA,NA,15,1.167,6.7,1.27,"US20005HZL","US","US","US","Reviewed","2016"
"23057","04/14/2016","12:26:36",32.788,130.7042,"Earthquake",9,1.7,NA,6.2,"MWW",NA,NA,18,0.366,4.6,1.14,"US20005HZN","US","US","US","Reviewed","2016"
"23058","04/14/2016","15:03:47",32.6973,130.7204,"Earthquake",8,1.7,NA,6,"MWW",NA,NA,32,0.446,3.9,0.86,"US20005I1A","US","US","US","Reviewed","2016"
"23059","04/14/2016","21:50:28",-14.5284,166.4334,"Earthquake",16,1.6,NA,6.4,"MWW",NA,NA,23,1.178,6.4,1.05,"US20005I6P","US","US","US","Reviewed","2016"
"23060","04/14/2016","23:15:08",-7.459,128.1235,"Earthquake",136.78,3.1,NA,5.6,"MWW",NA,NA,12,3.189,5.2,1.32,"US20005I7M","US","US","US","Reviewed","2016"
"23061","04/15/2016","04:50:11",2.0125,127.0004,"Earthquake",89.95,4,NA,5.6,"MWC",NA,NA,25,1.285,6,0.8,"US20005ID2","US","US","GCMT","Reviewed","2016"
"23062","04/15/2016","14:11:26",13.4008,-92.367,"Earthquake",22.41,3,NA,6.1,"MWW",NA,NA,63,1.293,5.3,1.39,"US20005IH9","US","US","US","Reviewed","2016"
"23063","04/15/2016","16:25:06",32.7906,130.7543,"Earthquake",10,1.7,NA,7,"MWW",NA,NA,32,0.349,4.9,0.85,"US20005IIS","US","US","US","Reviewed","2016"
"23064","04/15/2016","16:45:57",32.9241,130.8091,"Earthquake",10,0.9,NA,5.7,"MWW",NA,NA,61,0.208,5.4,1.23,"US20005IJA","US","US","US","Reviewed","2016"
"23065","04/15/2016","18:55:53",33.0051,131.1569,"Earthquake",13.22,3.2,NA,5.5,"MWR",0.098,10,19,0.263,4.7,0.87,"US20005INZ","US","US","US","Reviewed","2016"
"23066","04/16/2016","07:34:21",-29.5755,-111.5741,"Earthquake",10,1.9,NA,5.5,"MWC",NA,NA,42,3.056,10.6,0.67,"US20005IYL","US","US","GCMT","Reviewed","2016"
"23067","04/16/2016","23:58:37",0.3819,-79.9218,"Earthquake",20.59,3.2,NA,7.8,"MWW",NA,NA,15,1.44,5.7,0.94,"US20005J32","US","US","US","Reviewed","2016"
"23068","04/17/2016","00:29:31",-0.2648,-80.4644,"Earthquake",15.49,3.5,NA,5.5,"MB",0.041,205,44,2.008,6.3,0.88,"US20005J3I","US","US","US","Reviewed","2016"
"23069","04/17/2016","07:14:01",-0.3852,-80.2013,"Earthquake",23.95,3.6,NA,5.8,"MWW",NA,NA,36,1.728,4,0.94,"US20005J62","US","US","US","Reviewed","2016"
"23070","04/17/2016","07:31:00",-23.4947,-174.2467,"Earthquake",10,1.7,NA,5.7,"MWW",NA,NA,31,5.962,7.6,1.17,"US20005J67","US","US","US","Reviewed","2016"
"23071","04/17/2016","09:23:41",-0.2344,-80.6943,"Earthquake",10,1.7,NA,5.6,"MWB",0.04,61,45,2.212,6.4,1.06,"US20005J6Q","US","US","US","Reviewed","2016"
"23072","04/18/2016","11:42:00",33.0143,131.0991,"Earthquake",10.46,3.2,NA,5.5,"MWW",NA,NA,52,0.217,5.9,0.91,"US20005JGZ","US","US","US","Reviewed","2016"
"23073","04/18/2016","13:06:11",-19.492,169.0934,"Earthquake",76,1.8,NA,5.9,"MWW",NA,NA,19,2.16,6.5,0.83,"US20005JHI","US","US","US","Reviewed","2016"
"23074","04/19/2016","05:25:40",-55.7283,-27.2307,"Earthquake",14,1.7,NA,6.2,"MWW",NA,NA,32,5.521,9.3,0.8,"US20005JQC","US","US","US","Reviewed","2016"
"23075","04/19/2016","22:22:25",0.5783,-80.0247,"Earthquake",11,1.7,NA,5.6,"MWB",0.038,66,47,1.609,6,0.68,"US20005JYU","US","US","US","Reviewed","2016"
"23076","04/20/2016","08:33:47",0.639,-80.2104,"Earthquake",14,1.3,NA,6.2,"MWW",NA,NA,48,1.804,5.1,0.83,"US20005K37","US","US","US","Reviewed","2016"
"23077","04/20/2016","08:35:11",0.7079,-80.0352,"Earthquake",10,1.8,NA,6,"MWB",0.042,54,78,1.651,6.9,1.43,"US20005KB6","US","US","US","Reviewed","2016"
"23078","04/20/2016","10:51:42",13.2,-55.8867,"Earthquake",28,1.8,NA,5.6,"MWW",NA,NA,28,3.577,7.3,1.04,"US20005K4S","US","US","US","Reviewed","2016"
"23079","04/20/2016","12:19:44",37.8013,141.6216,"Earthquake",33.11,3.5,NA,5.9,"MWW",NA,NA,41,0.662,5.3,0.8,"US20005K66","US","US","US","Reviewed","2016"
"23080","04/22/2016","03:03:42",-0.2921,-80.5039,"Earthquake",10,1.7,NA,6,"MWW",NA,NA,44,2.025,5.8,0.91,"US20005KQH","US","US","US","Reviewed","2016"
"23081","04/22/2016","03:20:13",-0.2814,-80.5039,"Earthquake",10.29,3,NA,5.9,"MWW",NA,NA,44,2.024,6.1,0.86,"US20005KQP","US","US","US","Reviewed","2016"
"23082","04/23/2016","01:24:34",0.6128,-80.2522,"Earthquake",10,1.1,NA,5.7,"MWW",NA,NA,36,1.839,5.6,0.9,"US20005L3V","US","US","US","Reviewed","2016"
"23083","04/24/2016","08:38:00",-59.3074,-27.027,"Earthquake",10,1.6,NA,5.5,"MWW",NA,NA,40,7.231,8.7,0.81,"US20005LDK","US","US","US","Reviewed","2016"
"23084","04/24/2016","22:24:36",-17.6976,-173.2031,"Earthquake",27.17,3.4,NA,5.7,"MWW",NA,NA,28,3.399,8.7,0.82,"US20005LGM","US","US","US","Reviewed","2016"
"23085","04/25/2016","07:07:09",14.479,-93.1509,"Earthquake",16,1.7,NA,6,"MWW",NA,NA,67,0.957,3.5,1.37,"US20005LI9","US","US","US","Reviewed","2016"
"23086","04/26/2016","04:19:55",-4.5105,140.1922,"Earthquake",107,1.9,NA,5.6,"MWW",NA,NA,17,8.082,8,0.79,"US10005BKI","US","US","US","Reviewed","2016"
"23087","04/27/2016","12:51:19",14.5178,-93.0882,"Earthquake",16,1.7,NA,6,"MWW",NA,NA,40,0.885,4.9,1.3,"US10005BXB","US","US","US","Reviewed","2016"
"23088","04/27/2016","15:17:14",24.2309,121.8009,"Earthquake",13,1.6,NA,5.5,"MWW",NA,NA,29,0.196,5.1,0.83,"US10005BXY","US","US","US","Reviewed","2016"
"23089","04/28/2016","19:33:24",-16.0429,167.3786,"Earthquake",24,1.7,NA,7,"MWW",NA,NA,14,0.616,2.9,1.33,"US10005C88","US","US","US","Reviewed","2016"
"23090","04/29/2016","01:33:39",10.2752,-103.7363,"Earthquake",10,1.7,NA,6.6,"MWW",NA,NA,38,7.528,8.5,0.92,"US10005CC4","US","US","US","Reviewed","2016"
"23091","04/30/2016","08:35:42",-16.3487,167.2001,"Earthquake",2.99,2.4,NA,5.8,"MWW",NA,NA,37,0.896,5.4,1.38,"US10005CPD","US","US","US","Reviewed","2016"
"23092","05/02/2016","04:21:25",-5.0262,104.6271,"Earthquake",117,1.8,NA,5.7,"MWW",NA,NA,25,1.792,7.2,1.33,"US10005CXC","US","US","US","Reviewed","2016"
"23093","05/02/2016","12:17:16",-6.0785,-107.1631,"Earthquake",15.03,3.4,NA,5.6,"MWC",NA,NA,76,17.677,13.2,0.82,"US10005D0B","US","US","GCMT","Reviewed","2016"
"23094","05/03/2016","00:00:52",43.6954,147.5063,"Earthquake",61,1.8,NA,5.7,"MWW",NA,NA,20,3.575,6.8,0.71,"US10005D6S","US","US","US","Reviewed","2016"
"23095","05/03/2016","02:34:59",-55.7642,-143.9055,"Earthquake",10,1.8,NA,5.5,"MWB",0.063,24,37,27.84,11.8,0.91,"US10005D7K","US","US","US","Reviewed","2016"
"23096","05/04/2016","14:36:24",-14.855,166.9341,"Earthquake",26,1.8,NA,5.7,"MWW",NA,NA,43,0.643,8.2,0.83,"US10005DME","US","US","US","Reviewed","2016"
"23097","05/05/2016","07:01:47",13.7719,51.7683,"Earthquake",10,1.9,NA,5.5,"MWB",0.048,41,34,2.494,7.4,1.19,"US10005DZ1","US","US","US","Reviewed","2016"
"23098","05/05/2016","11:01:47",-8.9416,-108.2391,"Earthquake",10,1.8,NA,5.6,"MWB",0.048,42,71,19.672,13.9,1.12,"US10005DZS","US","US","US","Reviewed","2016"
"23099","05/07/2016","00:18:37",18.3754,-105.3371,"Earthquake",10,1.8,NA,5.6,"MWB",0.063,24,104,1.506,5.9,0.85,"US10005EL7","US","US","US","Reviewed","2016"
"23100","05/08/2016","07:34:01",16.4107,-97.8416,"Earthquake",22,1.8,NA,5.8,"MWW",NA,NA,71,0.274,1.6,1.23,"US10005FTW","US","US","US","Reviewed","2016"
"23101","05/09/2016","01:33:34",-62.5795,165.344,"Earthquake",10,1.8,NA,5.5,"MWB",0.083,14,66,15.056,10.5,1.46,"US10005G1A","US","US","US","Reviewed","2016"
"23102","05/12/2016","03:17:15",24.6953,121.9839,"Earthquake",8,1.7,NA,5.8,"MWW",NA,NA,25,0.521,4.6,1,"US10005GPT","US","US","US","Reviewed","2016"
"23103","05/12/2016","04:29:56",24.6833,122.0531,"Earthquake",9,1.2,NA,5.7,"MWW",NA,NA,26,0.582,5.3,0.91,"US10005GQ4","US","US","US","Reviewed","2016"
"23104","05/13/2016","07:01:10",30.659,66.3878,"Earthquake",10,1.8,NA,5.5,"MWB",0.055,32,33,4.472,8,0.95,"US10005H1J","US","US","US","Reviewed","2016"
"23105","05/13/2016","12:57:27",-25.4822,179.3397,"Earthquake",506.36,4.4,NA,5.6,"MWW",NA,NA,27,4.466,8.9,0.86,"US10005H3Z","US","US","US","Reviewed","2016"
"23106","05/14/2016","18:21:06",8.5599,-102.7916,"Earthquake",10,1.8,NA,5.8,"MWW",NA,NA,54,9.848,9.9,0.85,"US10005HF5","US","US","US","Reviewed","2016"
"23107","05/16/2016","00:41:53",-22.517,172.9882,"Earthquake",10,1.7,NA,5.8,"MWW",NA,NA,44,4.714,7.7,0.7,"US10005HMU","US","US","US","Reviewed","2016"
"23108","05/16/2016","06:39:05",8.5038,-103.1118,"Earthquake",10,1.9,NA,5.5,"MWC",NA,NA,74,10.032,10.7,0.91,"US10005HP6","US","US","GCMT","Reviewed","2016"
"23109","05/18/2016","07:57:03",0.4261,-79.7899,"Earthquake",16,1.7,NA,6.7,"MWW",NA,NA,21,1.352,6.5,1.13,"US10005I5T","US","US","US","Reviewed","2016"
"23110","05/18/2016","16:46:44",0.4947,-79.616,"Earthquake",29.95,3,NA,6.9,"MWW",NA,NA,17,1.192,6.6,1.09,"US10005I9N","US","US","US","Reviewed","2016"
"23111","05/20/2016","18:14:05",-25.5655,129.8841,"Earthquake",10,1.7,NA,6,"MWW",NA,NA,24,1.53,2.2,1.33,"US10005IYK","US","US","US","Reviewed","2016"
"23112","05/21/2016","06:06:42",30.9561,140.0808,"Earthquake",124.52,5.1,NA,5.5,"MWW",NA,NA,62,2.164,7.4,1.17,"US10005J3L","US","US","US","Reviewed","2016"
"23113","05/27/2016","03:44:29",26.9924,130.1374,"Earthquake",10,1.7,NA,5.9,"MWW",NA,NA,22,1.672,6.4,0.83,"US20005YD1","US","US","US","Reviewed","2016"
"23114","05/27/2016","03:46:51",27.6887,128.5829,"Earthquake",10,1.9,NA,5.5,"MB",0.067,76,152,0.893,8.5,0.92,"US20005YDI","US","US","US","Reviewed","2016"
"23115","05/27/2016","04:08:44",-20.8101,-178.6481,"Earthquake",567.48,3.8,NA,6.4,"MWW",NA,NA,16,4.359,7.2,0.86,"US20005YD7","US","US","US","Reviewed","2016"
"23116","05/28/2016","05:38:51",-21.9724,-178.2038,"Earthquake",405.69,3.4,NA,6.9,"MWW",NA,NA,19,5.485,8.9,0.94,"US20005YQP","US","US","US","Reviewed","2016"
"23117","05/28/2016","09:47:00",-56.2409,-26.9353,"Earthquake",78,1.8,NA,7.2,"MWW",NA,NA,24,5.803,6.3,0.89,"US20005YSU","US","US","US","Reviewed","2016"
"23118","05/30/2016","07:14:19",-30.2689,-177.9791,"Earthquake",47,1.8,NA,5.7,"MWW",NA,NA,26,1.021,7.4,0.89,"US20005Z5G","US","US","US","Reviewed","2016"
"23119","05/31/2016","05:23:47",25.5615,122.5458,"Earthquake",246.4,3.6,NA,6.4,"MWW",NA,NA,16,1.115,7.3,0.97,"US20005ZAY","US","US","US","Reviewed","2016"
"23120","05/31/2016","10:04:01",47.5484,154.3641,"Earthquake",18.37,2.5,NA,5.9,"MWW",NA,NA,58,6.129,7.1,0.78,"US20005ZC8","US","US","US","Reviewed","2016"
"23121","05/31/2016","20:51:22",55.3979,-158.5143,"Earthquake",37.54,3.7,NA,5.7,"MWW",NA,NA,26,0.839,3,0.72,"US20005ZFX","US","US","US","Reviewed","2016"
"23122","06/01/2016","15:37:23",-30.2228,-177.9545,"Earthquake",43.85,4.6,NA,5.5,"MWC",NA,NA,35,0.974,9.3,1.02,"US20005ZMF","US","US","GCMT","Reviewed","2016"
"23123","06/01/2016","22:56:01",-2.0967,100.6654,"Earthquake",50,1.8,NA,6.6,"MWW",NA,NA,16,2.435,3.5,0.87,"US20005ZT1","US","US","US","Reviewed","2016"
"23124","06/02/2016","02:23:06",18.0217,-105.8338,"Earthquake",10,1.9,NA,5.8,"MWW",NA,NA,74,2.094,6.7,1.07,"US20005ZV0","US","US","US","Reviewed","2016"
"23125","06/05/2016","05:51:12",-29.3424,-71.8594,"Earthquake",28,1.7,NA,5.8,"MWW",NA,NA,72,0.788,4.2,1,"US20006257","US","US","US","Reviewed","2016"
"23126","06/05/2016","16:25:34",-4.587,125.6264,"Earthquake",429.62,3.7,NA,6.3,"MWW",NA,NA,17,5.308,8.7,1.13,"US2000626M","US","US","US","Reviewed","2016"
"23127","06/05/2016","22:33:49",-17.6471,-172.6317,"Earthquake",10,1.7,NA,5.6,"MWW",NA,NA,53,2.935,3.6,1.02,"US2000628P","US","US","US","Reviewed","2016"
"23128","06/06/2016","02:35:32",-30.0235,-177.8359,"Earthquake",43.83,4,NA,6.1,"MWW",NA,NA,33,0.78,7.7,1.06,"US2000629F","US","US","US","Reviewed","2016"
"23129","06/06/2016","13:16:02",-30.0433,-71.4636,"Earthquake",28.31,2.9,NA,5.5,"MWW",NA,NA,60,0.231,4.3,0.79,"US200062BU","US","US","US","Reviewed","2016"
"23130","06/07/2016","02:55:24",-45.1528,166.8282,"Earthquake",39.65,4.2,NA,5.5,"MWW",NA,NA,27,0.387,2,0.8,"US200062FZ","US","US","US","Reviewed","2016"
"23131","06/07/2016","10:51:38",18.3637,-105.1731,"Earthquake",10,1.7,NA,6.3,"MWW",NA,NA,56,1.383,5.5,1,"US200062I1","US","US","US","Reviewed","2016"
"23132","06/07/2016","10:58:00",18.5036,-105.2031,"Earthquake",10,1.9,NA,5.5,"MWC",NA,NA,131,1.332,6.5,0.95,"US200062I7","US","US","GCMT","Reviewed","2016"
"23133","06/07/2016","19:15:15",1.2789,126.3712,"Earthquake",31,1.8,NA,6.3,"MWW",NA,NA,10,1.115,5.3,1.1,"US200062L9","US","US","US","Reviewed","2016"
"23134","06/08/2016","08:31:40",-4.061,-104.5531,"Earthquake",10,1.9,NA,5.9,"MWW",NA,NA,111,14.645,12.9,0.79,"US200062QW","US","US","US","Reviewed","2016"
"23135","06/09/2016","04:13:08",-11.2487,116.2669,"Earthquake",19,1.7,NA,6.1,"MWW",NA,NA,27,3.459,6.6,0.76,"US200062ZS","US","US","US","Reviewed","2016"
"23136","06/10/2016","03:25:23",12.8318,-86.9633,"Earthquake",10,1.7,NA,6.1,"MWW",NA,NA,39,0.159,5.3,1.04,"US200063CY","US","US","US","Reviewed","2016"
"23137","06/10/2016","04:17:45",-8.6757,160.559,"Earthquake",30.4,3.4,NA,6.2,"MWW",NA,NA,13,0.969,6.7,1.02,"US200063DK","US","US","US","Reviewed","2016"
"23138","06/10/2016","09:26:53",-7.4584,-13.6003,"Earthquake",10,1.7,NA,5.5,"MWW",NA,NA,19,0.888,7.1,0.74,"US200063GD","US","US","US","Reviewed","2016"
"23139","06/10/2016","18:29:51",-16.4825,-177.2142,"Earthquake",10,1.7,NA,5.8,"MWW",NA,NA,51,4.696,6.8,1.23,"US200063M8","US","US","US","Reviewed","2016"
"23140","06/13/2016","00:59:40",-4.4284,-104.8111,"Earthquake",10,1.8,NA,5.7,"MWW",NA,NA,84,14.98,11.1,0.88,"US2000640T","US","US","US","Reviewed","2016"
"23141","06/13/2016","04:21:44",27.0107,130.1996,"Earthquake",10,1.8,NA,5.6,"MWW",NA,NA,18,1.729,6,1.07,"US2000641D","US","US","US","Reviewed","2016"
"23142","06/14/2016","13:49:23",-18.7609,168.8279,"Earthquake",111,1.8,NA,6.2,"MWW",NA,NA,17,2.807,6.8,0.72,"US200064BB","US","US","US","Reviewed","2016"
"23143","06/14/2016","15:01:57",26.9601,130.1941,"Earthquake",5.39,3.2,NA,5.6,"MWW",NA,NA,61,1.72,5.7,0.58,"US200064BJ","US","US","US","Reviewed","2016"
"23144","06/15/2016","06:58:27",-62.3661,166.5804,"Earthquake",10,1.9,NA,5.7,"MWW",NA,NA,108,8.838,4.1,1.28,"US200064HQ","US","US","US","Reviewed","2016"
"23145","06/16/2016","13:46:24",-20.5822,168.9219,"Earthquake",10,1.9,NA,5.7,"MWW",NA,NA,114,1.221,6.8,1.43,"US200064RN","US","US","US","Reviewed","2016"
"23146","06/17/2016","21:26:18",-11.6148,166.37,"Earthquake",45.64,4.3,NA,5.7,"MWB",0.041,58,42,6.675,7.9,0.74,"US20006567","US","US","US","Reviewed","2016"
"23147","06/18/2016","17:29:46",-24.1467,-67.1526,"Earthquake",186,1.6,NA,5.7,"MWW",NA,NA,31,1.516,6.7,1.32,"US2000659J","US","US","US","Reviewed","2016"
"23148","06/19/2016","09:47:24",-20.2793,169.0737,"Earthquake",13,1.8,NA,6.3,"MWW",NA,NA,64,13.92,10.4,1.05,"US200065D1","US","US","US","Reviewed","2016"
"23149","06/19/2016","18:20:50",20.1726,121.3782,"Earthquake",16,1.7,NA,5.6,"MWW",NA,NA,24,2.646,5.9,0.95,"US200065EP","US","US","US","Reviewed","2016"
"23150","06/20/2016","03:50:55",-20.2072,168.7595,"Earthquake",15,1.7,NA,6,"MWW",NA,NA,20,1.439,7.8,1.24,"US200065G0","US","US","US","Reviewed","2016"
"23151","06/21/2016","16:26:34",22.6582,-45.1402,"Earthquake",10,1.7,NA,6.1,"MWW",NA,NA,22,16.283,9.4,0.63,"US200065S1","US","US","US","Reviewed","2016"
"23152","06/21/2016","17:12:07",-3.4199,151.8796,"Earthquake",354,1.7,NA,6.3,"MWW",NA,NA,12,0.816,7.6,1.08,"US200065SC","US","US","US","Reviewed","2016"
"23153","06/23/2016","03:05:39",-60.6729,-42.912,"Earthquake",10,1.8,NA,5.5,"MWW",NA,NA,53,0.899,6.7,0.69,"US2000665G","US","US","US","Reviewed","2016"
"23154","06/23/2016","21:05:31",23.694,123.3704,"Earthquake",10,1.7,NA,5.8,"MWW",NA,NA,18,0.836,5.7,1,"US200066BV","US","US","US","Reviewed","2016"
"23155","06/24/2016","21:29:19",-25.7705,-69.3417,"Earthquake",118.96,3.4,NA,5.5,"MWW",NA,NA,43,0.645,5.1,1.13,"US200066N4","US","US","US","Reviewed","2016"
"23156","06/25/2016","17:54:20",53.9019,-35.3608,"Earthquake",10,1.7,NA,5.5,"MWW",NA,NA,25,9.056,8.5,0.73,"US200066T7","US","US","US","Reviewed","2016"
"23157","06/26/2016","11:17:11",39.4793,73.3388,"Earthquake",13,1.7,NA,6.4,"MWW",NA,NA,36,1.187,4.7,1.13,"US200066X9","US","US","US","Reviewed","2016"
"23158","06/26/2016","22:57:06",36.9968,142.2226,"Earthquake",12.82,2.8,NA,5.7,"MWW",NA,NA,52,1.434,5.9,0.86,"US2000671Z","US","US","US","Reviewed","2016"
"23159","06/27/2016","20:50:35",16.5502,-97.8332,"Earthquake",19,1.7,NA,5.7,"MWW",NA,NA,72,1.227,7.5,0.8,"US200067AZ","US","US","US","Reviewed","2016"
"23160","06/28/2016","21:38:04",39.4745,73.341,"Earthquake",13.59,3.4,NA,5.5,"MWW",NA,NA,41,1.189,5.4,0.81,"US200067P3","US","US","US","Reviewed","2016"
